attributes.databaseEngine,attributes.deploymentOption,attributes.usagetype,attributes.regionCode,attributes.instanceType,attributes.instanceFamily,attributes.vcpu,attributes.clockSpeed,attributes.physicalProcessor,attributes.memory,attributes.storage,attributes.networkPerformance,attributes.processorArchitecture,attributes.databaseEdition,attributes.licenseModel,attributes.instanceTypeFamily,attributes.normalizationSizeFactor,attributes.dedicatedEbsThroughput,attributes.enhancedNetworkingSupported,attributes.processorFeatures,pricePerUnit
PostgreSQL,Multi-AZ,USW1-Multi-AZUsage:db.m6i.8xl,us-west-1,db.m6i.8xlarge,General purpose,32,,Intel Xeon Scalable Ice Lake,128 GiB,EBS Only,12.5 Gbps,x86,,No license required,M6i,128,,,,6.4960000000
PostgreSQL,Single-AZ,USW1-InstanceUsage:db.m5.24xl,us-west-1,db.m5.24xlarge,General purpose,96,2.5 GHz,Intel Xeon Platinum 8175,384 GiB,EBS Only,25 Gigabit,64-bit,,No license required,M5,192,12000 Mbps,Yes,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",9.7440000000
MySQL,Single-AZ,USW1-InstanceUsage:db.m6i.16xl,us-west-1,db.m6i.16xlarge,General purpose,64,,Intel Xeon Scalable Ice Lake,256 GiB,EBS Only,25 Gbps,x86,,No license required,M6i,128,,,,6.2400000000
PostgreSQL,Single-AZ,USW1-InstanceUsage:db.r5.4xl,us-west-1,db.r5.4xlarge,Memory optimized,16,Up to 3.1 GHz,Intel Xeon Platinum 8175,128 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,32,3500 Mbps,Yes,,2.2400000000
Aurora MySQL,Single-AZ,USW1-InstanceUsage:db.t3.small,us-west-1,db.t3.small,General purpose,2,,Intel Skylake E5 2686 v5 (2.5 GHz),2 GiB,EBS Only,Low to Moderate,64-bit,,No license required,T3,1,,,,0.0530000000
Aurora MySQL,Single-AZ,USW1-InstanceUsage:db.r5.large,us-west-1,db.r5.large,Memory optimized,2,Up to 3.1 GHz,Intel Xeon Platinum 8175,16 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,4,Up to 3500 Mbps,Yes,,0.3200000000
PostgreSQL,Single-AZ,USW1-InstanceUsage:db.m6g.16xl,us-west-1,db.m6g.16xlarge,General purpose,64,,AWS Graviton2,256 GiB,EBS Only,25 Gigabit,64-bit,,No license required,M6G,128,,,,5.8030000000
Aurora PostgreSQL,Single-AZ,USW1-InstanceUsage:db.r6i.large,us-west-1,db.r6i.large,Memory optimized,2,,Intel Xeon Scalable Ice Lake,16 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,R6i,4,,,,0.3200000000
PostgreSQL,Single-AZ,USW1-InstanceUsage:db.m6i.32xl,us-west-1,db.m6i.32xlarge,General purpose,128,,Intel Xeon Scalable Ice Lake,512 GiB,EBS Only,50 Gbps,x86,,No license required,M6i,256,,,,12.9920000000
PostgreSQL,Multi-AZ,USW1-Multi-AZUsage:db.m6i.16xl,us-west-1,db.m6i.16xlarge,General purpose,64,,Intel Xeon Scalable Ice Lake,256 GiB,EBS Only,25 Gbps,x86,,No license required,M6i,256,,,,12.9920000000
PostgreSQL,Single-AZ,USW1-InstanceUsage:db.m6i.xl,us-west-1,db.m6i.xlarge,General purpose,4,,Intel Xeon Scalable Ice Lake,16 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,M6i,8,,,,0.4060000000
Aurora PostgreSQL,Single-AZ,USW1-InstanceUsage:db.r5.4xl,us-west-1,db.r5.4xlarge,Memory optimized,16,Up to 3.1 GHz,Intel Xeon Platinum 8175,128 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,32,3500 Mbps,Yes,,2.5600000000
PostgreSQL,Multi-AZ,USW1-Multi-AZUsage:db.r5.xl,us-west-1,db.r5.xlarge,Memory optimized,4,Up to 3.1 GHz,Intel Xeon Platinum 8175,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,16,Up to 3500 Mbps,Yes,,1.1200000000
Aurora MySQL,Single-AZ,USW1-InstanceUsage:db.t3.medium,us-west-1,db.t3.medium,General purpose,2,,Intel Skylake E5 2686 v5 (2.5 GHz),4 GiB,EBS Only,Low to Moderate,64-bit,,No license required,T3,2,,,,0.1060000000
PostgreSQL,Multi-AZ,USW1-Multi-AZUsage:db.m6g.12xl,us-west-1,db.m6g.12xlarge,General purpose,48,,AWS Graviton2,192 GiB,EBS Only,12 gigabit,64-bit,,No license required,M6G,192,,,,8.7040000000
MySQL,Single-AZ,USW1-InstanceUsage:db.m5.12xl,us-west-1,db.m5.12xlarge,General purpose,48,2.5 GHz,Intel Xeon Platinum 8175,192 GiB,EBS Only,10 Gigabit,64-bit,,No license required,M5,96,6000 Mbps,Yes,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",4.6800000000
PostgreSQL,Single-AZ,USW1-InstanceUsage:db.r5.2xl,us-west-1,db.r5.2xlarge,Memory optimized,8,Up to 3.1 GHz,Intel Xeon Platinum 8175,64 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,16,Up to 3500 Mbps,Yes,,1.1200000000
Aurora PostgreSQL,Single-AZ,USW1-InstanceUsage:db.r6i.16xl,us-west-1,db.r6i.16xlarge,Memory optimized,64,,Intel Xeon Scalable Ice Lake,512 GiB,EBS Only,25 Gbps,x86,,No license required,R6i,128,,,,10.2400000000
Aurora MySQL,Single-AZ,USW1-InstanceUsage:db.r5.12xl,us-west-1,db.r5.12xlarge,Memory optimized,48,Up to 3.1 GHz,Intel Xeon Platinum 8175,384 GiB,EBS Only,10 Gigabit,64-bit,,No license required,R5,96,7000 Mbps,Yes,,7.6800000000
MySQL,Multi-AZ,USW1-Multi-AZUsage:db.t3.large,us-west-1,db.t3.large,General purpose,2,,Intel Skylake E5 2686 v5 (2.5 GHz),8 GiB,EBS Only,Low to Moderate,64-bit,,No license required,T3,8,,,,0.3520000000
PostgreSQL,Single-AZ,USW1-InstanceUsage:db.r6g.large,us-west-1,db.r6g.large,Memory optimized,2,,AWS Graviton2,16 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R6G,4,,,,0.2520000000
MySQL,Multi-AZ,USW1-Multi-AZUsage:db.r6g.large,us-west-1,db.r6g.large,Memory optimized,2,,AWS Graviton2,16 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R6G,8,,,,0.4740000000
PostgreSQL,Single-AZ,USW1-InstanceUsage:db.m6i.large,us-west-1,db.m6i.large,General purpose,2,,Intel Xeon Scalable Ice Lake,8 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,M6i,4,,,,0.2030000000
MySQL,Multi-AZ,USW1-Multi-AZUsage:db.m6g.4xl,us-west-1,db.m6g.4xlarge,General purpose,16,,AWS Graviton2,64 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M6G,64,,,,2.7730000000
